Designator,Mid X,Mid Y,Rotation,Layer
D1,124.8,-82.95,270.0,bottom
J1,142.9,-88.245,90.0,top
J2,104.5075,-88.245,270.0,top
RZ1,124.095,-88.82495,0.0,top
